tatripid,tmstmp,typ,stpnm,stpid,vid,dstp,rt,rtdd,rtdir,des,prdtm,tablockid,origtatripno,dly,dyn,prdctdn,zone,psgld,stst,stsd
210783,20210912 14:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 14:05,4411CC,210783,False,0,DUE,,,50700,2021-09-12
210790,20210912 13:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 13:55,4412CC,210790,False,0,DUE,,,50100,2021-09-12
210794,20210912 13:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 13:50,4404CC,210794,False,0,DUE,,,49800,2021-09-12
210797,20210912 13:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 13:45,4411CC,210797,False,0,DUE,,,49500,2021-09-12
210805,20210912 13:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 13:30,4404CC,210805,False,0,DUE,,,48600,2021-09-12
210808,20210912 13:24,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 13:25,4411CC,210808,False,0,DUE,,,48300,2021-09-12
210815,20210912 13:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 13:15,4412CC,210815,False,0,DUE,,,47700,2021-09-12
210819,20210912 13:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 13:10,4404CC,210819,False,0,DUE,,,47400,2021-09-12
210826,20210912 12:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:55,4412CC,210826,False,0,DUE,,,46500,2021-09-12
210830,20210912 12:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:50,4404CC,210830,False,0,DUE,,,46200,2021-09-12
210833,20210912 12:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:45,4411CC,210833,False,0,DUE,,,45900,2021-09-12
210840,20210912 12:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:35,4412CC,210840,False,0,DUE,,,45300,2021-09-12
210844,20210912 12:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:30,4403CC,210844,False,0,DUE,,,45000,2021-09-12
210847,20210912 12:24,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:25,4411CC,210847,False,0,DUE,,,44700,2021-09-12
210851,20210912 12:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:20,4201BBL,210851,False,0,DUE,,,44400,2021-09-12
210854,20210912 12:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:15,4412CC,210854,False,0,DUE,,,44100,2021-09-12
210858,20210912 12:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:10,4403CC,210858,False,0,DUE,,,43800,2021-09-12
210861,20210912 12:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:05,4411CC,210861,False,0,DUE,,,43500,2021-09-12
210865,20210912 11:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 12:00,4201BBL,210865,False,0,DUE,,,43200,2021-09-12
210868,20210912 11:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:55,4412CC,210868,False,0,DUE,,,42900,2021-09-12
210872,20210912 11:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:50,4403CC,210872,False,0,DUE,,,42600,2021-09-12
210875,20210912 11:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:45,4411CC,210875,False,0,DUE,,,42300,2021-09-12
210879,20210912 11:39,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:40,4201BBL,210879,False,0,DUE,,,42000,2021-09-12
210883,20210912 11:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:30,4403CC,210883,False,0,DUE,,,41400,2021-09-12
210887,20210912 11:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:20,4201BBL,210887,False,0,DUE,,,40800,2021-09-12
210891,20210912 11:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:10,4403CC,210891,False,0,DUE,,,40200,2021-09-12
210895,20210912 10:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 11:00,4201BBL,210895,False,0,DUE,,,39600,2021-09-12
210903,20210912 10:39,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 10:40,4201BBL,210903,False,0,DUE,,,38400,2021-09-12
210911,20210912 10:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 10:20,4403CC,210911,False,0,DUE,,,37200,2021-09-12
210915,20210912 10:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 10:10,4402CC,210915,False,0,DUE,,,36600,2021-09-12
210919,20210912 09:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 10:00,4403CC,210919,False,0,DUE,,,36000,2021-09-12
210923,20210912 09:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 09:50,4402CC,210923,False,0,DUE,,,35400,2021-09-12
210927,20210912 09:39,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 09:40,4403CC,210927,False,0,DUE,,,34800,2021-09-12
210931,20210912 09:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 09:30,4402CC,210931,False,0,DUE,,,34200,2021-09-12
210935,20210912 09:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 09:20,4403CC,210935,False,0,DUE,,,33600,2021-09-12
210939,20210912 09:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 09:10,4402CC,210939,False,0,DUE,,,33000,2021-09-12
210943,20210912 08:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 09:00,4403CC,210943,False,0,DUE,,,32400,2021-09-12
210947,20210912 08:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 08:50,4402CC,210947,False,0,DUE,,,31800,2021-09-12
210955,20210912 08:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 08:30,4402CC,210955,False,0,DUE,,,30600,2021-09-12
210963,20210912 08:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210912 08:10,4402CC,210963,False,0,DUE,,,29400,2021-09-12
212892,20210915 06:35,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,121,CC,CC,NORTHBOUND,Pierpont Commons,20210915 06:40,1402CC,212892,False,0,3,,,24000,2021-09-15
212893,20210913 06:44,D,Central Campus Transit Center: Ruthven Museum,C251,3054.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 06:45,1404CC,212893,False,0,DUE,,,24300,2021-09-13
212896,20210915 06:58,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,608,CC,CC,NORTHBOUND,Pierpont Commons,20210915 07:00,1402CC,212896,False,0,DUE,,,25200,2021-09-15
212897,20210913 07:04,D,Central Campus Transit Center: Ruthven Museum,C251,3054.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 07:05,1404CC,212897,False,0,DUE,,,25500,2021-09-13
212900,20210915 07:17,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,848,CC,CC,NORTHBOUND,Pierpont Commons,20210915 07:20,1402CC,212900,False,0,2,,,26400,2021-09-15
212901,20210913 07:24,D,Central Campus Transit Center: Ruthven Museum,C251,3054.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 07:25,1404CC,212901,False,0,DUE,,,26700,2021-09-13
212903,20210915 07:32,D,Central Campus Transit Center: Ruthven Museum,C251,3038.0,189,CC,CC,NORTHBOUND,Pierpont Commons,20210915 07:35,1507MX,212903,False,0,2,,,27300,2021-09-15
212904,20210915 07:39,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,-48,CC,CC,NORTHBOUND,Pierpont Commons,20210915 07:40,1402CC,212904,False,0,DUE,,,27600,2021-09-15
212905,20210913 07:44,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 07:45,1404CC,212905,False,0,DUE,,,27900,2021-09-13
212907,20210913 07:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 07:55,1510MX,212907,False,0,DUE,,,28500,2021-09-13
212908,20210915 07:59,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,-4,CC,CC,NORTHBOUND,Pierpont Commons,20210915 08:00,1402CC,212908,False,0,DUE,,,28800,2021-09-15
212909,20210913 08:04,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 08:05,1404CC,212909,False,0,DUE,,,29100,2021-09-13
212911,20210913 08:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 08:15,1510MX,212911,False,0,DUE,,,29700,2021-09-13
212912,20210915 08:18,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,698,CC,CC,NORTHBOUND,Pierpont Commons,20210915 08:20,1402CC,212912,False,0,DUE,,,30000,2021-09-15
212915,20210913 08:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 08:35,1510MX,212915,False,0,DUE,,,30900,2021-09-13
212916,20210913 08:39,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 08:40,1404CC,212916,False,0,DUE,,,31200,2021-09-13
212919,20210913 08:55,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 08:56,1510MX,212919,False,0,DUE,,,32160,2021-09-13
212920,20210915 08:41,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:00,1402CC,212920,False,0,8,,,32400,2021-09-15
212923,20210913 09:15,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 09:16,1510MX,212923,False,0,DUE,,,33360,2021-09-13
212924,20210915 09:19,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,395,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:20,1402CC,212924,False,0,DUE,,,33600,2021-09-15
212925,20210913 09:27,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 09:28,1404CC,212925,False,0,DUE,,,34080,2021-09-13
212927,20210915 09:34,D,Central Campus Transit Center: Ruthven Museum,C251,3038.0,-25,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:36,1507MX,212927,False,0,DUE,,,34560,2021-09-15
212928,20210915 09:39,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,252,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:40,1402CC,212928,False,0,DUE,,,34800,2021-09-15
212929,20210913 09:47,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 09:48,1404CC,212929,False,0,DUE,,,35280,2021-09-13
212931,20210915 09:55,D,Central Campus Transit Center: Ruthven Museum,C251,3012.0,323,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:56,1508MX,212931,False,0,DUE,,,35760,2021-09-15
212932,20210915 10:00,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,257,CC,CC,NORTHBOUND,Pierpont Commons,20210915 10:00,1402CC,212932,False,0,DUE,,,36000,2021-09-15
212933,20210913 10:07,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 10:08,1404CC,212933,False,0,DUE,,,36480,2021-09-13
212935,20210913 10:15,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 10:16,1302NWL,212935,False,0,DUE,,,36960,2021-09-13
212936,20210915 10:19,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,1356,CC,CC,NORTHBOUND,Pierpont Commons,20210915 10:20,1402CC,212936,False,0,DUE,,,37200,2021-09-15
212939,20210915 10:32,D,Central Campus Transit Center: Ruthven Museum,C251,3012.0,303,CC,CC,NORTHBOUND,Pierpont Commons,20210915 10:35,1508MX,212939,False,0,DUE,,,38100,2021-09-15
212940,20210913 10:28,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210913 10:40,1404CC,212940,False,0,11,,,38400,2021-09-13
212943,20210915 10:53,D,Central Campus Transit Center: Ruthven Museum,C251,3012.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210915 10:55,1508MX,212943,False,0,DUE,,,39300,2021-09-15
212944,20210915 10:59,D,Central Campus Transit Center: Ruthven Museum,C251,3030.0,328,CC,CC,NORTHBOUND,Pierpont Commons,20210915 11:00,1404CC,212944,False,0,DUE,,,39600,2021-09-15
212946,20210915 11:09,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,437,CC,CC,NORTHBOUND,Pierpont Commons,20210915 11:10,1402CC,212946,False,0,DUE,,,40200,2021-09-15
212947,20210910 11:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 11:15,1304NWL,212947,False,0,DUE,,,40500,2021-09-10
212948,20210915 11:16,D,Central Campus Transit Center: Ruthven Museum,C251,3030.0,106,CC,CC,NORTHBOUND,Pierpont Commons,20210915 11:20,1404CC,212948,False,0,3,,,40800,2021-09-15
212951,20210910 11:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 11:35,1304NWL,212951,False,0,DUE,,,41700,2021-09-10
212952,20210915 11:39,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,165,CC,CC,NORTHBOUND,Pierpont Commons,20210915 11:40,1402CC,212952,False,0,DUE,,,42000,2021-09-15
212955,20210910 11:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 11:55,1304NWL,212955,False,0,DUE,,,42900,2021-09-10
212956,20210915 11:59,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,240,CC,CC,NORTHBOUND,Pierpont Commons,20210915 12:00,1402CC,212956,False,0,DUE,,,43200,2021-09-15
212957,20210915 12:04,D,Central Campus Transit Center: Ruthven Museum,C251,3030.0,385,CC,CC,NORTHBOUND,Pierpont Commons,20210915 12:05,1404CC,212957,False,0,DUE,,,43500,2021-09-15
212959,20210910 12:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 12:15,1405CC,212959,False,0,DUE,,,44100,2021-09-10
212960,20210915 12:21,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,1091,CC,CC,NORTHBOUND,Pierpont Commons,20210915 12:23,1402CC,212960,False,0,DUE,,,44400,2021-09-15
212962,20210910 12:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 12:30,1406CC,212962,False,0,DUE,,,45000,2021-09-10
212963,20210910 12:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 12:35,1405CC,212963,False,0,DUE,,,45300,2021-09-10
212964,20210915 12:35,D,Central Campus Transit Center: Ruthven Museum,C251,3030.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 12:40,1404CC,212964,False,0,4,,,45600,2021-09-15
212967,20210915 12:53,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,121,CC,CC,NORTHBOUND,Pierpont Commons,20210915 12:55,1402CC,212967,False,0,DUE,,,46500,2021-09-15
212968,20210915 12:59,D,Central Campus Transit Center: Ruthven Museum,C251,3030.0,231,CC,CC,NORTHBOUND,Pierpont Commons,20210915 13:00,1404CC,212968,False,0,DUE,,,46800,2021-09-15
212969,20210910 13:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 13:05,1406CC,212969,False,0,DUE,,,47100,2021-09-10
212970,20210915 13:04,D,Central Campus Transit Center: Ruthven Museum,C251,3011.0,4303,CC,CC,NORTHBOUND,Pierpont Commons,20210915 13:10,1407CC,212970,False,0,DUE,,,47400,2021-09-15
212971,20210915 13:19,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,156,CC,CC,NORTHBOUND,Pierpont Commons,20210915 13:19,1402CC,212971,False,0,DUE,,,47700,2021-09-15
212972,20210915 13:18,D,Central Campus Transit Center: Ruthven Museum,C251,3030.0,1864,CC,CC,NORTHBOUND,Pierpont Commons,20210915 13:21,1404CC,212972,False,0,2,,,48000,2021-09-15
212975,20210915 13:43,D,Central Campus Transit Center: Ruthven Museum,C251,3037.0,117,CC,CC,NORTHBOUND,Pierpont Commons,20210915 13:43,1402CC,212975,False,0,DUE,,,48900,2021-09-15
212976,20210915 13:40,D,Central Campus Transit Center: Ruthven Museum,C251,3053.0,78,CC,CC,NORTHBOUND,Pierpont Commons,20210915 13:41,1408CC,212976,False,0,DUE,,,49200,2021-09-15
212977,20210915 13:44,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,257,CC,CC,NORTHBOUND,Pierpont Commons,20210915 13:45,1513MX,212977,False,0,DUE,,,49500,2021-09-15
212979,20210915 15:24,D,Central Campus Transit Center: Ruthven Museum,C251,3057.0,67,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:24,1409CC,212979,False,0,DUE,,,50100,2021-09-15
212980,20210915 14:00,D,Central Campus Transit Center: Ruthven Museum,C251,3053.0,383,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:01,1408CC,212980,False,0,DUE,,,50400,2021-09-15
212981,20210915 14:04,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,672,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:05,1513MX,212981,False,0,DUE,,,50700,2021-09-15
212983,20210915 15:24,D,Central Campus Transit Center: Ruthven Museum,C251,3057.0,22404,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:44,1409CC,212983,False,0,19,,,51480,2021-09-15
212984,20210915 14:22,D,Central Campus Transit Center: Ruthven Museum,C251,3053.0,621,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:22,1408CC,212984,False,0,DUE,,,51720,2021-09-15
212985,20210915 14:27,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,137,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:27,1513MX,212985,False,0,DUE,,,51960,2021-09-15
212987,20210910 14:37,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 14:38,1603WSN,212987,False,0,DUE,,,52680,2021-09-10
212988,20210915 14:33,D,Central Campus Transit Center: Ruthven Museum,C251,3053.0,7666,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:42,1408CC,212988,False,0,4,,,52920,2021-09-15
212989,20210915 14:49,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,448,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:49,1513MX,212989,False,0,DUE,,,53160,2021-09-15
212991,20210914 14:53,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,411,CC,CC,NORTHBOUND,Pierpont Commons,20210914 14:58,1409CC,212991,False,0,4,,,53880,2021-09-14
212992,20210915 14:53,D,Central Campus Transit Center: Ruthven Museum,C251,3053.0,3194,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:02,1408CC,212992,False,0,4,,,54120,2021-09-15
212993,20210915 14:53,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,3194,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:06,1513MX,212993,False,0,4,,,54360,2021-09-15
212994,20210910 15:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 15:10,1105SD,212994,False,0,DUE,,,54600,2021-09-10
212995,20210914 15:21,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,330,CC,CC,NORTHBOUND,Pierpont Commons,20210914 15:21,1409CC,212995,False,0,DUE,,,55080,2021-09-14
212996,20210910 15:21,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 15:22,1603WSN,212996,False,0,DUE,,,55320,2021-09-10
212997,20210915 15:13,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,3195,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:26,1513MX,212997,False,0,4,,,55560,2021-09-15
212998,20210910 15:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 15:30,1105SD,212998,False,0,DUE,,,55800,2021-09-10
213000,20210910 15:41,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 15:42,1603WSN,213000,False,0,DUE,,,56520,2021-09-10
213001,20210915 15:43,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,124,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:46,1513MX,213001,False,0,2,,,56760,2021-09-15
213002,20210910 15:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 15:50,1105SD,213002,False,0,DUE,,,57000,2021-09-10
213004,20210915 16:50,D,Central Campus Transit Center: Ruthven Museum,C251,3057.0,19587,CC,CC,NORTHBOUND,Pierpont Commons,20210915 17:07,1409CC,213004,False,0,17,,,57720,2021-09-15
213005,20210915 16:01,D,Central Campus Transit Center: Ruthven Museum,C251,3061.0,-2,CC,CC,NORTHBOUND,Pierpont Commons,20210915 16:06,1410CC,213005,False,0,4,,,57960,2021-09-15
213006,20210910 16:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 16:10,1105SD,213006,False,0,DUE,,,58200,2021-09-10
213008,20210914 16:06,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,3196,CC,CC,NORTHBOUND,Pierpont Commons,20210914 16:20,1409CC,213008,False,0,4,,,58800,2021-09-14
213009,20210915 16:28,D,Central Campus Transit Center: Ruthven Museum,C251,3061.0,767,CC,CC,NORTHBOUND,Pierpont Commons,20210915 16:28,1410CC,213009,False,0,DUE,,,59100,2021-09-15
213010,20210915 16:22,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 16:30,1513MX,213010,False,0,2,,,59400,2021-09-15
213011,20210910 16:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 16:35,1603WSN,213011,False,0,DUE,,,59700,2021-09-10
213012,20210914 16:38,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,3362,CC,CC,NORTHBOUND,Pierpont Commons,20210914 16:43,1409CC,213012,False,0,4,,,60000,2021-09-14
213013,20210910 16:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 16:45,1405CC,213013,False,0,DUE,,,60300,2021-09-10
213014,20210915 16:52,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,758,CC,CC,NORTHBOUND,Pierpont Commons,20210915 16:52,1513MX,213014,False,0,DUE,,,60600,2021-09-15
213015,20210910 16:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 16:55,1603WSN,213015,False,0,DUE,,,60900,2021-09-10
213017,20210910 17:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 17:05,1405CC,213017,False,0,DUE,,,61500,2021-09-10
213018,20210915 17:13,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,568,CC,CC,NORTHBOUND,Pierpont Commons,20210915 17:13,1513MX,213018,False,0,DUE,,,61800,2021-09-15
213019,20210915 17:14,D,Central Campus Transit Center: Ruthven Museum,C251,3061.0,-25,CC,CC,NORTHBOUND,Pierpont Commons,20210915 17:15,1410CC,213019,False,0,DUE,,,62100,2021-09-15
213021,20210915 17:53,D,Central Campus Transit Center: Ruthven Museum,C251,3057.0,3121,CC,CC,NORTHBOUND,Pierpont Commons,20210915 17:57,1409CC,213021,False,0,DUE,,,62700,2021-09-15
213022,20210915 17:18,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,3194,CC,CC,NORTHBOUND,Pierpont Commons,20210915 17:30,1513MX,213022,False,0,4,,,63000,2021-09-15
