tatripid,tmstmp,typ,stpnm,stpid,vid,dstp,rt,rtdd,rtdir,des,prdtm,tablockid,origtatripno,dly,dyn,prdctdn,zone,psgld,stst,stsd
213023,20210915 17:33,D,Central Campus Transit Center: Ruthven Museum,C251,3061.0,628,CC,CC,NORTHBOUND,Pierpont Commons,20210915 17:35,1410CC,213023,False,0,DUE,,,63300,2021-09-15
213024,20210910 17:39,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 17:40,1603WSN,213024,False,0,DUE,,,63600,2021-09-10
213025,20210910 17:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 17:45,1405CC,213025,False,0,DUE,,,63900,2021-09-10
213026,20210915 17:40,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,3194,CC,CC,NORTHBOUND,Pierpont Commons,20210915 17:50,1513MX,213026,False,0,4,,,64200,2021-09-15
213028,20210910 17:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 18:00,1603WSN,213028,False,0,DUE,,,64800,2021-09-10
213029,20210910 18:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 18:05,1405CC,213029,False,0,DUE,,,65100,2021-09-10
213030,20210915 18:07,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,405,CC,CC,NORTHBOUND,Pierpont Commons,20210915 18:10,1412CC,213030,False,0,DUE,,,65400,2021-09-15
213032,20210910 18:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 18:20,1603WSN,213032,False,0,DUE,,,66000,2021-09-10
213033,20210910 18:24,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 18:25,1405CC,213033,False,0,DUE,,,66300,2021-09-10
213034,20210915 18:31,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,297,CC,CC,NORTHBOUND,Pierpont Commons,20210915 18:31,1412CC,213034,False,0,DUE,,,66600,2021-09-15
213035,20210915 18:29,D,Central Campus Transit Center: Ruthven Museum,C251,3045.0,408,CC,CC,NORTHBOUND,Pierpont Commons,20210915 18:35,1411CC,213035,False,0,4,,,66900,2021-09-15
213036,20210915 18:29,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,156,CC,CC,NORTHBOUND,Pierpont Commons,20210915 18:40,1513MX,213036,False,0,DUE,,,67200,2021-09-15
213037,20210910 18:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 18:45,1405CC,213037,False,0,DUE,,,67500,2021-09-10
213038,20210915 18:51,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,1530,CC,CC,NORTHBOUND,Pierpont Commons,20210915 18:52,1412CC,213038,False,0,DUE,,,67800,2021-09-15
213040,20210915 18:59,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,1745,CC,CC,NORTHBOUND,Pierpont Commons,20210915 19:01,1513MX,213040,False,0,2,,,68400,2021-09-15
213041,20210910 19:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 19:05,1405CC,213041,False,0,DUE,,,68700,2021-09-10
213042,20210915 19:11,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,908,CC,CC,NORTHBOUND,Pierpont Commons,20210915 19:12,1412CC,213042,False,0,DUE,,,69000,2021-09-15
213044,20210915 19:17,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,868,CC,CC,NORTHBOUND,Pierpont Commons,20210915 19:20,1513MX,213044,False,0,DUE,,,69600,2021-09-15
213045,20210910 19:24,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 19:25,1405CC,213045,False,0,DUE,,,69900,2021-09-10
213046,20210915 19:28,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,312,CC,CC,NORTHBOUND,Pierpont Commons,20210915 19:30,1412CC,213046,False,0,DUE,,,70200,2021-09-15
213048,20210915 19:36,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,67,CC,CC,NORTHBOUND,Pierpont Commons,20210915 19:40,1414CC,213048,False,0,2,,,70800,2021-09-15
213049,20210910 19:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 19:45,1413CC,213049,False,0,DUE,,,71100,2021-09-10
213050,20210915 19:45,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,1072,CC,CC,NORTHBOUND,Pierpont Commons,20210915 19:50,1412CC,213050,False,0,3,,,71400,2021-09-15
213051,20210910 19:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 19:55,1415CC,213051,False,0,DUE,,,71700,2021-09-10
213052,20210915 19:57,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,321,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:00,1414CC,213052,False,0,2,,,72000,2021-09-15
213053,20210910 20:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 20:05,1413CC,213053,False,0,DUE,,,72300,2021-09-10
213054,20210915 20:04,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,67,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:10,1416CC,213054,False,0,5,,,72600,2021-09-15
213055,20210910 20:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 20:15,1415CC,213055,False,0,DUE,,,72900,2021-09-10
213056,20210915 20:25,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,149,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:25,1414CC,213056,False,0,DUE,,,73200,2021-09-15
213057,20210915 20:08,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:25,1412CC,213057,False,0,6,,,73500,2021-09-15
213058,20210915 20:29,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,301,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:30,1416CC,213058,False,0,DUE,,,73800,2021-09-15
213059,20210910 20:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 20:35,1415CC,213059,False,0,DUE,,,74100,2021-09-10
213060,20210910 20:39,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 20:40,1413CC,213060,False,0,DUE,,,74400,2021-09-10
213061,20210915 20:41,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,754,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:45,1412CC,213061,False,0,3,,,74700,2021-09-15
213062,20210915 20:47,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,724,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:50,1416CC,213062,False,0,DUE,,,75000,2021-09-15
213063,20210915 20:53,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,-25,CC,CC,NORTHBOUND,Pierpont Commons,20210915 20:55,1414CC,213063,False,0,DUE,,,75300,2021-09-15
213064,20210910 20:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 21:00,1413CC,213064,False,0,DUE,,,75600,2021-09-10
213065,20210915 21:00,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,425,CC,CC,NORTHBOUND,Pierpont Commons,20210915 21:05,1412CC,213065,False,0,3,,,75900,2021-09-15
213066,20210910 21:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 21:10,1415CC,213066,False,0,DUE,,,76200,2021-09-10
213067,20210915 21:12,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,75,CC,CC,NORTHBOUND,Pierpont Commons,20210915 21:15,1414CC,213067,False,0,DUE,,,76500,2021-09-15
213068,20210910 21:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 21:20,1413CC,213068,False,0,DUE,,,76800,2021-09-10
213069,20210915 21:26,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,140,CC,CC,NORTHBOUND,Pierpont Commons,20210915 21:26,1416CC,213069,False,0,DUE,,,77100,2021-09-15
213070,20210910 21:29,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 21:30,1415CC,213070,False,0,DUE,,,77400,2021-09-10
213071,20210915 21:34,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,114,CC,CC,NORTHBOUND,Pierpont Commons,20210915 21:35,1414CC,213071,False,0,DUE,,,77700,2021-09-15
213072,20210915 21:33,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 21:40,1412CC,213072,False,0,5,,,78000,2021-09-15
213073,20210915 21:42,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,484,CC,CC,NORTHBOUND,Pierpont Commons,20210915 21:45,1416CC,213073,False,0,DUE,,,78300,2021-09-15
213074,20210910 21:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 21:50,1415CC,213074,False,0,DUE,,,78600,2021-09-10
213075,20210915 21:58,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,162,CC,CC,NORTHBOUND,Pierpont Commons,20210915 21:59,1414CC,213075,False,0,DUE,,,78900,2021-09-15
213076,20210910 21:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 22:00,1413CC,213076,False,0,DUE,,,79200,2021-09-10
213077,20210915 22:03,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,-13,CC,CC,NORTHBOUND,Pierpont Commons,20210915 22:05,1416CC,213077,False,0,DUE,,,79500,2021-09-15
213078,20210910 22:09,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 22:10,1415CC,213078,False,0,DUE,,,79800,2021-09-10
213079,20210915 22:09,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 22:15,1412CC,213079,False,0,4,,,80100,2021-09-15
213080,20210910 22:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 22:20,1413CC,213080,False,0,DUE,,,80400,2021-09-10
213081,20210915 22:21,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,232,CC,CC,NORTHBOUND,Pierpont Commons,20210915 22:25,1416CC,213081,False,0,3,,,80700,2021-09-15
213082,20210915 22:29,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,1230,CC,CC,NORTHBOUND,Pierpont Commons,20210915 22:31,1414CC,213082,False,0,DUE,,,81000,2021-09-15
213083,20210915 22:31,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,775,CC,CC,NORTHBOUND,Pierpont Commons,20210915 22:35,1412CC,213083,False,0,3,,,81300,2021-09-15
213084,20210910 22:39,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 22:40,1413CC,213084,False,0,DUE,,,81600,2021-09-10
213085,20210910 22:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 22:45,1415CC,213085,False,0,DUE,,,81900,2021-09-10
213086,20210915 22:44,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,325,CC,CC,NORTHBOUND,Pierpont Commons,20210915 22:50,1414CC,213086,False,0,4,,,82200,2021-09-15
213087,20210915 22:51,D,Central Campus Transit Center: Ruthven Museum,C251,3008.0,300,CC,CC,NORTHBOUND,Pierpont Commons,20210915 22:55,1412CC,213087,False,0,2,,,82500,2021-09-15
213088,20210915 22:54,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 23:00,1416CC,213088,False,0,5,,,82800,2021-09-15
213089,20210910 23:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 23:05,1415CC,213089,False,0,DUE,,,83100,2021-09-10
213090,20210915 23:06,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,153,CC,CC,NORTHBOUND,Pierpont Commons,20210915 23:10,1414CC,213090,False,0,2,,,83400,2021-09-15
213091,20210910 23:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 23:15,1413CC,213091,False,0,DUE,,,83700,2021-09-10
213092,20210915 23:06,D,Central Campus Transit Center: Ruthven Museum,C251,3059.0,11622,CC,CC,NORTHBOUND,Pierpont Commons,20210915 23:20,1416CC,213092,False,0,12,,,84000,2021-09-15
213093,20210910 23:24,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 23:25,1415CC,213093,False,0,DUE,,,84300,2021-09-10
213094,20210915 23:06,D,Central Campus Transit Center: Ruthven Museum,C251,3016.0,22490,CC,CC,NORTHBOUND,Pierpont Commons,20210915 23:30,1414CC,213094,False,0,22,,,84600,2021-09-15
213095,20210910 23:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 23:35,1413CC,213095,False,0,DUE,,,84900,2021-09-10
213096,20210914 23:36,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,-38,CC,CC,NORTHBOUND,Pierpont Commons,20210914 23:40,1416CC,213096,False,0,3,,,85200,2021-09-14
213097,20210910 23:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 23:45,1415CC,213097,False,0,DUE,,,85500,2021-09-10
213098,20210914 23:47,D,Central Campus Transit Center: Ruthven Museum,C251,3014.0,162,CC,CC,NORTHBOUND,Pierpont Commons,20210914 23:50,1414CC,213098,False,0,2,,,85800,2021-09-14
213099,20210910 23:54,D,Central Campus Transit Center: Ruthven Museum,C251,3045.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210910 23:55,1412CC,213099,False,0,DUE,,,86100,2021-09-10
213100,20210914 23:56,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,651,CC,CC,NORTHBOUND,Pierpont Commons,20210915 00:00,1416CC,213100,False,0,3,,,86400,2021-09-14
213101,20210911 00:04,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 00:05,1415CC,213101,False,0,DUE,,,86700,2021-09-10
213102,20210915 00:06,D,Central Campus Transit Center: Ruthven Museum,C251,3014.0,853,CC,CC,NORTHBOUND,Pierpont Commons,20210915 00:10,1414CC,213102,False,0,2,,,87000,2021-09-14
213103,20210915 00:11,D,Central Campus Transit Center: Ruthven Museum,C251,3021.0,1275,CC,CC,NORTHBOUND,Pierpont Commons,20210915 00:15,1412CC,213103,False,0,3,,,87300,2021-09-14
213104,20210915 00:18,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,629,CC,CC,NORTHBOUND,Pierpont Commons,20210915 00:20,1416CC,213104,False,0,DUE,,,87600,2021-09-14
213105,20210911 00:24,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 00:25,1415CC,213105,False,0,DUE,,,87900,2021-09-10
213106,20210915 00:28,D,Central Campus Transit Center: Ruthven Museum,C251,3014.0,181,CC,CC,NORTHBOUND,Pierpont Commons,20210915 00:30,1414CC,213106,False,0,DUE,,,88200,2021-09-14
213107,20210911 00:34,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 00:35,1413CC,213107,False,0,DUE,,,88500,2021-09-10
213108,20210915 00:39,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 00:40,1416CC,213108,False,0,DUE,,,88800,2021-09-14
213109,20210911 00:44,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 00:45,1415CC,213109,False,0,DUE,,,89100,2021-09-10
213110,20210915 00:45,D,Central Campus Transit Center: Ruthven Museum,C251,3021.0,-48,CC,CC,NORTHBOUND,Pierpont Commons,20210915 00:50,1412CC,213110,False,0,4,,,89400,2021-09-14
213111,20210911 00:54,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 00:55,1413CC,213111,False,0,DUE,,,89700,2021-09-10
213112,20210915 00:54,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,190,CC,CC,NORTHBOUND,Pierpont Commons,20210915 01:00,1416CC,213112,False,0,4,,,90000,2021-09-14
213113,20210915 01:44,D,Central Campus Transit Center: Ruthven Museum,C251,3014.0,616,CC,CC,NORTHBOUND,Pierpont Commons,20210915 01:44,1414CC,213113,False,0,DUE,,,90300,2021-09-14
213114,20210915 01:04,D,Central Campus Transit Center: Ruthven Museum,C251,3021.0,681,CC,CC,NORTHBOUND,Pierpont Commons,20210915 01:10,1412CC,213114,False,0,4,,,90600,2021-09-14
213115,20210911 01:14,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 01:15,1413CC,213115,False,0,DUE,,,90900,2021-09-10
213116,20210911 01:19,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 01:20,1415CC,213116,False,0,DUE,,,91200,2021-09-10
213117,20210915 01:44,D,Central Campus Transit Center: Ruthven Museum,C251,3014.0,22953,CC,CC,NORTHBOUND,Pierpont Commons,20210915 02:04,1414CC,213117,False,0,20,,,91500,2021-09-14
213118,20210915 01:28,D,Central Campus Transit Center: Ruthven Museum,C251,3021.0,-13,CC,CC,NORTHBOUND,Pierpont Commons,20210915 01:30,1412CC,213118,False,0,DUE,,,91800,2021-09-14
213119,20210915 01:33,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,-5,CC,CC,NORTHBOUND,Pierpont Commons,20210915 01:35,1416CC,213119,False,0,DUE,,,92100,2021-09-14
213120,20210911 01:39,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 01:40,1415CC,213120,False,0,DUE,,,92400,2021-09-10
213121,20210914 01:39,D,Central Campus Transit Center: Ruthven Museum,C251,3036.0,1328,CC,CC,NORTHBOUND,Pierpont Commons,20210914 01:45,1414CC,213121,False,0,4,,,92700,2021-09-13
213122,20210911 01:49,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 01:50,1413CC,213122,False,0,DUE,,,93000,2021-09-10
213123,20210915 01:55,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,-4,CC,CC,NORTHBOUND,Pierpont Commons,20210915 01:55,1416CC,213123,False,0,DUE,,,93300,2021-09-14
213124,20210911 01:59,D,Central Campus Transit Center: Ruthven Museum,C251,,0,CC,CC,NORTHBOUND,Pierpont Commons,20210911 02:00,1415CC,213124,False,0,DUE,,,93600,2021-09-10
285815,20210915 08:56,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,63,CC,CC,NORTHBOUND,Pierpont Commons,20210915 08:57,1703GNW,285815,False,0,DUE,,,32040,2021-09-15
285816,20210915 09:16,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,640,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:17,1703GNW,285816,False,0,DUE,,,33240,2021-09-15
285817,20210915 09:33,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,205,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:34,1703GNW,285817,False,0,DUE,,,34440,2021-09-15
285818,20210915 09:53,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,161,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:54,1703GNW,285818,False,0,DUE,,,35640,2021-09-15
285819,20210915 10:12,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,-1,CC,CC,NORTHBOUND,Pierpont Commons,20210915 10:14,1703GNW,285819,False,0,DUE,,,36840,2021-09-15
285820,20210915 08:43,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,658,CC,CC,NORTHBOUND,Pierpont Commons,20210915 08:44,1418CC,285820,False,0,DUE,,,31440,2021-09-15
285821,20210915 09:01,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,323,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:04,1418CC,285821,False,0,DUE,,,32640,2021-09-15
285822,20210915 09:22,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:24,1418CC,285822,False,0,DUE,,,33840,2021-09-15
285823,20210915 09:41,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210915 09:44,1418CC,285823,False,0,DUE,,,35040,2021-09-15
285824,20210915 10:01,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,718,CC,CC,NORTHBOUND,Pierpont Commons,20210915 10:04,1418CC,285824,False,0,DUE,,,36240,2021-09-15
285825,20210915 10:21,D,Central Campus Transit Center: Ruthven Museum,C251,3046.0,352,CC,CC,NORTHBOUND,Pierpont Commons,20210915 10:24,1418CC,285825,False,0,2,,,37440,2021-09-15
285826,20210914 08:39,D,Central Campus Transit Center: Ruthven Museum,C251,3047.0,717,CC,CC,NORTHBOUND,Pierpont Commons,20210914 08:42,1417CC,285826,False,0,DUE,,,31320,2021-09-14
285827,20210914 09:00,D,Central Campus Transit Center: Ruthven Museum,C251,3047.0,96,CC,CC,NORTHBOUND,Pierpont Commons,20210914 09:02,1417CC,285827,False,0,DUE,,,32520,2021-09-14
285828,20210914 09:18,D,Central Campus Transit Center: Ruthven Museum,C251,3047.0,2458,CC,CC,NORTHBOUND,Pierpont Commons,20210914 09:22,1417CC,285828,False,0,DUE,,,33720,2021-09-14
285829,20210914 09:38,D,Central Campus Transit Center: Ruthven Museum,C251,3047.0,341,CC,CC,NORTHBOUND,Pierpont Commons,20210914 09:42,1417CC,285829,False,0,2,,,34920,2021-09-14
285830,20210914 09:58,D,Central Campus Transit Center: Ruthven Museum,C251,3047.0,343,CC,CC,NORTHBOUND,Pierpont Commons,20210914 10:02,1417CC,285830,False,0,2,,,36120,2021-09-14
285831,20210914 10:21,D,Central Campus Transit Center: Ruthven Museum,C251,3047.0,279,CC,CC,NORTHBOUND,Pierpont Commons,20210914 10:22,1417CC,285831,False,0,DUE,,,37320,2021-09-14
285850,20210915 14:10,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,-10,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:12,1419CC,285850,False,0,DUE,,,51120,2021-09-15
285851,20210915 14:29,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:32,1419CC,285851,False,0,DUE,,,52320,2021-09-15
285852,20210915 14:47,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:52,1419CC,285852,False,0,3,,,53520,2021-09-15
285853,20210915 15:07,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,99,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:12,1419CC,285853,False,0,3,,,54720,2021-09-15
285854,20210915 15:30,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,306,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:32,1419CC,285854,False,0,DUE,,,55920,2021-09-15
285855,20210915 15:49,D,Central Campus Transit Center: Ruthven Museum,C251,3051.0,49,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:52,1419CC,285855,False,0,2,,,57120,2021-09-15
285856,20210915 14:13,D,Central Campus Transit Center: Ruthven Museum,C251,3017.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:14,1420CC,285856,False,0,DUE,,,51240,2021-09-15
285857,20210915 14:32,D,Central Campus Transit Center: Ruthven Museum,C251,3017.0,458,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:34,1420CC,285857,False,0,DUE,,,52440,2021-09-15
285858,20210915 14:56,D,Central Campus Transit Center: Ruthven Museum,C251,3017.0,-1,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:56,1420CC,285858,False,0,DUE,,,53640,2021-09-15
285859,20210915 15:01,D,Central Campus Transit Center: Ruthven Museum,C251,3017.0,3195,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:14,1420CC,285859,False,0,4,,,54840,2021-09-15
285860,20210915 15:32,D,Central Campus Transit Center: Ruthven Museum,C251,3017.0,1201,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:34,1420CC,285860,False,0,DUE,,,56040,2021-09-15
285861,20210915 15:52,D,Central Campus Transit Center: Ruthven Museum,C251,3017.0,-13,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:54,1420CC,285861,False,0,DUE,,,57240,2021-09-15
285862,20210915 14:24,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,0,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:24,1703GNW,285862,False,0,DUE,,,51840,2021-09-15
285863,20210915 14:44,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,585,CC,CC,NORTHBOUND,Pierpont Commons,20210915 14:44,1703GNW,285863,False,0,DUE,,,53040,2021-09-15
285864,20210915 15:01,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,808,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:04,1703GNW,285864,False,0,DUE,,,54240,2021-09-15
285865,20210915 15:22,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,-25,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:24,1703GNW,285865,False,0,DUE,,,55440,2021-09-15
285866,20210915 15:43,D,Central Campus Transit Center: Ruthven Museum,C251,3043.0,338,CC,CC,NORTHBOUND,Pierpont Commons,20210915 15:44,1703GNW,285866,False,0,DUE,,,56640,2021-09-15
